,commentary,target
680," Nortje to Shreyas Iyer, 1 run, 143.8kph, fullish on the middle and leg line, driven in front of mid-on for a quick single ",0
681," Nortje to Ishan Kishan, 1 run, 142kph and fullish on off-stump, Ishan Kishan uses the pace and times the square drive, to the right of Markram who dives  but fails to stop it cleanly ",0
682," Maharaj to Shreyas Iyer, no run, flat on a good length on the stumps, punched to cover ",0
683," Maharaj to Ishan Kishan, 1 run, quicker and on a good length on the stumps, Ishan Kishan punches to long-on ",0
684," Maharaj to Shreyas Iyer, 1 run, slower on the stumps, Shreyas Iyer gets forward and drives wide of the dive of Fortuin at cover ",0
685," Maharaj to Ishan Kishan, 1 run, flatter delivery outside off, Ishan Kishan thumps it off the back foot to long-on ",0
686," Maharaj to Ishan Kishan, no run, Ishan Kishan wants to get forward but the length is short, punched to short mid-wicket ",0
687," Maharaj to Ishan Kishan, no run, flat good length outside off, punched back ",0
688," Nortje to Ishan Kishan, 1 run, 138.8kph back of a length delivery just outside off, Ishan Kishan cuts to third man ",0
689," Nortje to Ishan Kishan, no run, 140.6kph fullish and targetting off, Ishan Kishan push-drives to cover ",0
690," Nortje to Shreyas Iyer, 1 run, 140.9kph fullish outside off, a rasping drive on the rise and off the front foot by Shreyas Iyer, straight to the fielder at sweeper cover ",0
691," Nortje to Ishan Kishan, 1 run, Ishan Kishan times the cut hard and straight to Markram at backward point who on the dive allows the ball to go away but the sweeper cover is there behind him ",0
692," Nortje to Shreyas Iyer, 1 run, 144.5kph good length on off-stump, angled defence wide of point for a quick single ",0
693," Nortje to Shreyas Iyer, no run, 141kph, fullish on the fourth-stump line, Shreyas Iyer gets forward to defend it back to Nortje ",0
694," Rabada to Shreyas Iyer, 1 run, the slower short ball is dug in on the stumps, Shreyas Iyer miscues the pull wide of mid-wicket ",0
695," Rabada to Shreyas Iyer, no run, excellent leaping stop to his left at cover by Fortuin and he saves runs. The slower ball off-cutter on off, punched hard and Fortuin flies. Superb stuff as he falls on the practice pitches ",0
696," Rabada to Shreyas Iyer, no run, full outside off, Shreyas Iyer gets forward to drive to cover ",0
697," Rabada to Ishan Kishan, 1 run, hint of width outside off, Ishan Kishan flashes the cut to sweeper cover ",0
698," Rabada to Ishan Kishan, no run, good length just outside off, Ishan Kishan taps it to the left of point ",0
699," Rabada to Ishan Kishan, no run, back of a length on off, turned to mid-wicket ",0
700," Nortje to Shreyas Iyer, no run, 144.3kph good length on off, punched sweetly but straight to the fielder at cover ",0
701," Nortje to Shreyas Iyer, no run, good length and straight on middle at 143.7kph, Shreyas Iyer defends to mid-on ",0
702," Nortje to Shreyas Iyer, no run, good length on the pads, turned to mid-wicket ",0
703," Nortje to Ishan Kishan, 1 run, 147kph, full around off, Ishan Kishan drives to the right of mid-on for a quick single ",0
704," Nortje to Ishan Kishan, no run, fullish and angling into Ishan Kishan on the stumps, pushed to mid-on ",0
705," Nortje to Ishan Kishan, no run, 142.4kph fullish outside off, Ishan Kishan square-drives and backward point dives forward to cut it off ",0
706," Rabada to Shreyas Iyer, no run, good length and tight on middle, Shreyas Iyer defends off the back foot to mid-on ",0
707," Rabada to Ishan Kishan, 1 run, short of length and rising just outside off, Ishan Kishan jabs at it, and gets it through the vacant gully region ",0
708," Rabada to Shreyas Iyer, 1 run, now Shreyas Iyer times the on-drive off the front foot but the tall Jansen at mid-on gets across and cuts it off ",0
709," Rabada to Shreyas Iyer, no run, pitched up outside off, Shreyas Iyer gets forward to drive to mid-off ",0
710," Rabada to Ishan Kishan, 1 run, good length and angling into the pads, flicked away to deep backward square leg ",0
711," Rabada to Ishan Kishan, FOUR, deliberately done and four. On a short of length on off, Ishan Kishan opens the face of the bat and glides it well wide of de Kock. No chance for third man ",1
712," Nortje to Shreyas Iyer, no run, Nortje comes back well, pulls his length back, on a good length and moving away outside off, Shreyas Iyer tries to steer late and misses ",0
713," Nortje to Shreyas Iyer, FOUR, two glorious shots from Shreyas Iyer and that has got the crowd going. Full just outside off, Shreyas Iyer now leans into the cover drive and times it so well, that it beats cover and also the run and dive from sweeper cover where Malan tries his best but fails ",1
714," Nortje to Shreyas Iyer, FOUR, 144.6kph good length and a hint of width outside off, Shreyas Iyer flashes a cut and beats the substitute Jansen running and diving at third man. Again tremendous timing on that ",1
715," Nortje to Ishan Kishan, 1 run, 141.5kph full on off, a closed face drive to mid-on and Ishan Kishan gets in beating the direct-hit of Maharaj ",0
716," Nortje to Ishan Kishan, no run, 140kph and full on off from round the wicket, driven back to Nortje who stops it ",0
717," Nortje to Shreyas Iyer, 1 run, fullish outside off, Shreyas Iyer with a front foot punch-drive to sweeper cover ",0
718," Rabada to Ishan Kishan, no run, a tight maiden over this. Rabada beats Ishan Kishan with a zippy back of a length delivery outside off, the batter tries to steer it away and misses ",0
719," Rabada to Ishan Kishan, no run, absolutely no room from Rabada, good length on the stumps, defended to cover ",0
720," Rabada to Ishan Kishan, no run, another off-cutter on a good length outside off, dabbed to backward point ",0
721," Rabada to Ishan Kishan, no run, rolls his finger on the off-cutter and it's punched back by Ishan Kishan ",0
722," Rabada to Ishan Kishan, no run, Rabada is bowling stump to stump, another back foot block from Ishan Kishan ",0
723," Rabada to Ishan Kishan, no run, tight good length delivery on off-stump, defended off the back foot to cover ",0
724," Parnell to Shreyas Iyer, no run, nice and straight on the stumps, Shreyas Iyer respects it with a solid front foot block ",0
725," Parnell to Shreyas Iyer, no run, fullish outside off, Shreyas Iyer gets forward and times the push-drive to cover-point ",0
726," Parnell to Shreyas Iyer, 2 runs, Malan at cover-point goes quickly to his right and dives to save a certain boundary. This was again sweetly timed off the back foot by Shreyas Iyer and was heading for four ",0
727," Parnell to Shreyas Iyer, no run, short of length on off, solid back foot defence this time ",0
728," Parnell to Shreyas Iyer, no run, good length and angling into middle and leg, Shreyas Iyer gets an inside-edge on the back foot defence, on to the back thigh and then it rolls just wide of leg-stump. Shreyas does not know where the ball is and does not bother too, is busy rubbing the thigh and shadow-practising the forward defence ",0
729," Parnell to Shreyas Iyer, FOUR, fine shot. On a good length and outside off, hint of width and Shreyas Iyer latches on. Stays back and punches the square drive hard into the ground, wide of point and down to the boundary ",1
730," Rabada to Shreyas Iyer, 1 run, short of length on the pads, Shreyas Iyer is off the mark with a tuck to deep backward square leg. There is a chance of one more as there is an overthrow but they settle for one ",0
731," Rabada to Shubman Gill, out Caught&Bowled!! What an athlete Rabada is. Makes the return catch look so simple. And he brings out the aeroplane celebration as well. Shubman Gill is shocked as are the Ranchi crowd. They can't seem to believe that Rabada has taken that. Full on off, a push-drive, again great timing just that Gill fails to keep it down, near the ankles of Rabada who bends down and takes it with two hands. Made it look easy - when it was anything but. Not sure many fast bowlers currently could've pulled off such a catch. The dangerous Gill goes and South Africa have both the openers.  Shubman Gill c and b Rabada 28(26) [4s-5] ",1
732," Rabada to Ishan Kishan, 1 run, good length on off-stump, tight delivery, defended in front of mid-off and Ishan Kishan calls Shubman Gill through for a quick single ",0
733," Rabada to Ishan Kishan, FOUR, nice square drive from Ishan Kishan and he gets it in the gap past short cover-point and point. Full outside off, Kishan throws the bat at the drive but is in control, right into the gap ",1
734," Rabada to Ishan Kishan, no run, slower ball off-cutter angling into the pads, defended back ",0
735," Rabada to Ishan Kishan, no run, full just outside off, Ishan Kishan with hard hands on the cover drive, in the air but short of the diving cover who is Miller ",0
736," Parnell to Shubman Gill, FOUR, Shubman Gill is dealing in boundaries. Another wow shot. Full outside off, he leans into the cover drive and leaves everyone on the field and off it, gasping in awe and amazement at the shot. Such a silky-smooth drive ",1
737," Parnell to Shubman Gill, no run, good length outside off, Shubman Gill plays a horizontal bat dab and chops it off a thick under-edge not far away to his right ",0
738," Parnell to Shubman Gill, no run, slower delivery on a fuller length outside off, Shubman Gill eases a drive to cover off the front foot ",0
739," Parnell to Shubman Gill, no run, pitched up outside off, Shubman Gill push-drives to mid-off ",0
740," Parnell to Shubman Gill, no run, Parnell pulls the length back, fullish outside off, Shubman Gill gets forward to defend to cover ",0
741," Parnell to Shubman Gill, FOUR, can't bowl half-vollies to Shubman Gill in this kind of nick. Full outside off, eased past extra-cover and cover for a boundary ",1
742," Rabada to Ishan Kishan, no run, edged and did that carry to de Kock? He wears a disappointed look on his face. Angling into off-stump from a good length and making Ishan Kishan play, thick outside-edge and inches short of the left hand of de Kock ",0
743," Rabada to Ishan Kishan, no run, pitched up outside off, left alone ",0
744," Rabada to Ishan Kishan, no run, fullish outside off, Ishan Kishan gets forward and opens the face of the bat to steer to the right of backward point who dives to cut it off ",0
745," Rabada to Shubman Gill, 1 run, fullish and targetting off-stump, Shubman Gill again with good timing as he shows the full face of the bat to drive to the left of mid-on ",0
746," Rabada to Shubman Gill, FOUR, what timing. That has raced to the fence. A good length delivery on the pads, flicked through backward square leg and it just purrs off the bat ",1
747," Rabada to Shubman Gill, 2 runs, good length just outside off, Shubman Gill punches in the air but wide of cover and the cover-point fielder chases it and keeps it to a couple ",0
748," Parnell to Dhawan, out Bowled!! Parnell gets Dhawan again. Second time in two games. A big smile from Dhawan after the off-stump goes for a walk. Parnell after swinging it in the first couple of overs, has pulled his length back and keeping it straight on the stumps on a low and slow wicket. Dhawan comes down the track and looks to play across the line to a good length on off, the body shape and balance are all awry and the off-stump goes for a spin. Parnell is delighted and South Africa have their first.  Dhawan b Parnell 13(20) [6s-1] ",1
749," Parnell to Shubman Gill, 1 run, Rabada at mid-on does not even try and cut off that single, tapped in front of him and he allows the single ",0
750," Parnell to Shubman Gill, no run, good length and just outside off, Shubman Gill gets forward to drive to mid-off ",0
751," Parnell to Dhawan, 1 run, this time Dhawan steps out and pushes the good length delivery in front of off-stump to mid-off and takes a quick single ",0
752," Parnell to Dhawan, no run, good length and no room for Dhawan, tucks him up, punched to cover-point ",0
753," Parnell to Dhawan, no run, good length on off, Dhawan punches straight to the fielder at cover ",0
754," Fortuin to Dhawan, 1 run, fullish on the pads, Dhawan gets forward and flicks to deep mid-wicket ",0
755," Fortuin to Dhawan, 2 runs, slower and enough time for Dhawan to whip that off the back foot wide of deep mid-wicket for a couple ",0
756," Fortuin to Dhawan, no run, good length outside off, punched to extra-cover ",0
757," Fortuin to Shubman Gill, 1 run, flat good length on the stumps, clipped through mid-wicket ",0
758," Fortuin to Dhawan, 1 run, again Dhawan comes down the track and punches in front of Miller at mid-off, who comes forward to field and it deflects off his toe, but the batters are happy with one ",0
759," Fortuin to Dhawan, SIX, Dhawan tried that shot last over, this time he gets six over wide long-on. Rushes out and is to the pitch, flicked away ",1
760," Parnell to Shubman Gill, no run, good length inswinger coming in to the pads, clipped to square leg ",0
761," Parnell to Shubman Gill, no run, good length and tight on off, defended off the back foot ",0
762," Parnell to Shubman Gill, FOUR, people from the cricketing world talk about the cover drives of Babar and Kohli but Shubman Gill is right up there with those two. Full just outside off, a controlled leant push-drive with a high elbow and beats the dive of cover to his right and races away. That's one for the photographer's - absolute delight! ",1
763," Parnell to Shubman Gill, no run, width outside off but skids through from a good length and keeps a fraction low, Shubman Gill cuts and misses ",0
764," Parnell to Shubman Gill, no run, fullish just outside off, Shubman Gill gets forward to defend to cover ",0
765," Parnell to Shubman Gill, no run, good length inswinger on the stumps, clipped to mid-on after shuffling across ",0
766," Fortuin to Dhawan, no run, Dhawan again makes room outside leg, this is slower on the stumps, defended back ",0
767," Fortuin to Dhawan, no run, Dhawan backs away and drives it well, but extra-cover dives to his left and saves a certain boundary ",0
768," Fortuin to Shubman Gill, 1 run, full on the pads, flicked to deep mid-wicket ",0
769," Fortuin to Dhawan, 1 run, just short of the forward-diving Reeza at deep mid-wicket. Dhawan comes down the track and flicks in the air, does not get hold of it, and gets lucky. Terrific effort from Reeza though to dive and get to it ",0
770," Fortuin to Shubman Gill, 1 run, stump to stump line from Fortuin, driven back and he throws it back and hits the stumps at de Kock's end, the ball rolls away and the batters take a run. de Kock with a smile asks umpire Virender Sharma if it's a dead-ball or not, gets a smile in return ",0
771," Fortuin to Shubman Gill, no run, full on off, pushed off the front foot to cover ",0
772," Parnell to Dhawan, no run, no timing at all as Dhawan comes down the track to try and upset Parnell, mistimes the drive back to the bowler ",0
773," Parnell to Shubman Gill, 2 wides, swing for Parnell but slips it down leg, it swings after beating the flick of Shubman Gill, de Kock dives to his left but parries it to fine-leg ",0
774," Parnell to Shubman Gill, no run, full and outside off, Shubman Gill gets forward to drive to cover ",0
775," Parnell to Dhawan, 1 run, good length outside off, Dhawan chops the cut and the thick under-edge goes to the left of Malan at slip who dives and takes pace off the shot ",0
776," Parnell to Shubman Gill, 1 run, another inswinger, Shubman Gill shuffles across and clips it wide of mid-on for a single ",0
777," Parnell to Shubman Gill, no run, Parnell goes full again, on off, Shubman Gill gets forward to drive to mid-on ",0
778," Parnell to Shubman Gill, FOUR, what a start for Shubman Gill. A floaty half-volley on middle, the inswinger and Shubman Gill flicks wide of mid-wicket for a pleasing boundary ",1
779," Fortuin to Dhawan, no run, Fortuin's first over in T20Is is a maiden. Dhawan gets forward and drives it back ",0
780," Fortuin to Dhawan, no run, stump to stump line, Dhawan punches it back ",0
781," Fortuin to Dhawan, no run, another slider outside off, Dhawan opens the face of the bat and steers to the left of short third man ",0
782," Fortuin to Dhawan, no run, flat on the pads, tucked to backward square leg ",0
783," Fortuin to Dhawan, no run, slides across Dhawan from round the wicket and beats him on the push, past the outside-edge ",0
784," Fortuin to Dhawan, no run, stays a fraction low on off-stump, Dhawan defends off the back foot ",0
785," Siraj to Fortuin, leg byes, 1 run, slower ball, follows the backing away Fortuin who misses the heave, and this goes off the pads to point. SA finish on 278! ",0
786," Siraj to Maharaj, out Bowled!! Maharaj's miserable stay at the crease ends in ultra-miserable fashion. Swung and missed quite a few, chewed up plenty of dot balls when he should have been giving Miller the strike, and now ensures that his partner won't be facing any more deliveries this innings. Went for an ugly heave, Siraj kept it simple, slow and straight, attacking the stumps. Maharaj missed, and saw the off stump ripped out. Maharaj b Siraj 5(13) ",1
787," Siraj to Maharaj, no run, another play-and-a-miss from Maharaj! Looks for the reverse paddle, that shot is simply not on with the track slowing down a lot. Doesn't connect ",0
788," Siraj to Miller, 1 run, slower and shorter outside off, Miller makes room and then has to really stretch to reach this. Pulls it straight to deep mid-wicket. Just a single ",0
789," Siraj to Maharaj, 1 run, slower and shorter around off, Maharaj pulls hard but can only get an under-edge onto the body. Trickles near him and they race through for a single ",0
790," Siraj to Maharaj, no run, swing and a miss! Slower and fuller, Maharaj swings hard but it sneaks under the blade. He's got to be smart here, Maharaj, has to give the strike back to Miller surely ",0
791," Thakur to Miller, FOUR, he missed out on the slot ball first-up but not this time. Slower ball, Miller heaves and didn't middle it that well again. Dragged it off the inside half a fraction, but placed it right between deep square leg and deep mid-wicket ",1
792," Thakur to Miller, FOUR, this is a sledgehammer blow! Shardul did well to get out of the way in time. Tried the yorker but Miller came charging, converted this into a low full toss and bashed it straight back past the bowler. Went to the fence in a jiffy ",1
793," Thakur to Maharaj, 1 run, near-yorker, Maharaj jams it out past mid-wicket ",0
794," Thakur to Miller, 1 run, widish off-cutter, Miller waits and chop it to sweeper cover ",0
795," Thakur to Maharaj, 1 run, back of a length, Maharaj makes room and punches it down to long-off ",0
796," Thakur to Miller, 1 run, slot ball, there to be hit but Miller's swinging blade finds deep backward square leg with the heave. Just a single and he is fuming with himself. Just a single ",0
797," Siraj to Miller, 1 run, slower ball on the pads, Miller nudges it gently towards long-on ",0
798," Siraj to Maharaj, 1 run, full toss, Maharaj can't put it away, jams it to extra cover. Just a single ",0
799," Siraj to Maharaj, no run, slower and shorter on off, Maharaj chops this off the inside edge to mid-wicket ",0
800," Siraj to Maharaj, no run, back of a length again, Maharaj continues to play and miss ",0
801," Siraj to Maharaj, byes, FOUR, now this is a comedy of errors! Dhawan and Siraj aren't happy with the call! But it does seem a fair one to be honest. Was another play-and-a-miss from Maharaj, got beaten on the inside edge. Samson threw the ball back to Siraj who then had an angry throw at the non-striker's stumps. Don't think he was trying for a run out there, was more of a frustration there but the throw misses big time and mid-on had no chance. Overthrows given. India are unhappy because they thought the ball was dead. But it's the umpire's job to decide that and they felt it was live ",0
802," Siraj to Maharaj, no run, play and a miss! This innings has hit a complete roadblock in the last 30 minutes. Pace-off is looking unhittable at the moment and while SA aren't getting that finish they're seeking, they won't mind this pitch behavior one bit. Slower ball outside off, Maharaj makes room and is beaten on the cut ",0
803," Thakur to Miller, no run, slower and shorter, doesn't bounce at all and Miller misses the pull completely. Cops a blow near the midriff ",0
804," Thakur to Miller, no run, didn't seem to be much going for this appeal, but Samson urged his skipper for a punt, and it's not worked. Slower ball on a length outside off, Miller was beaten on the drive and this just sneaked past the inside edge through to Samson. Never seem like an inside edge, but you can understand why India gambled with the review. Miller's wicket here is of massive significance to the final score ",0
805," Thakur to Maharaj, 1 run, back of a length outside off, Maharaj stays back and jabs this towards cover-point ",0
806," Thakur to Maharaj, no run, back of a length, slower ball, Maharaj gets an under-edge on the cut, rolls towards Samson. Miller rightly declines the single ",0
807," Thakur to Parnell, out Caught by Shreyas Iyer!! Parnell succumbs to the pressure! With the boundaries drying up, he tries to break the shackles but this is a craftily bowled off-cutter from Shardul. Went fuller a touch as well, inviting the big hit but Parnell could only slice this down to long-off. Iyer didn't have to budge one bit. India are pulling things back superbly in these final 10 overs. Parnell c Shreyas Iyer b Thakur 16(22) ",1
808," Thakur to Parnell, no run, the slower balls keep coming, wider line, Parnell can't bat on this at all ",0
809," Siraj to Parnell, 1 run, fuller and around off, Parnell mistimes the loft, down to long-off ",0
810," Siraj to Miller, 1 run, back of a length outside off, Miller stays back and punches it away to sweeper cover ",0
811," Siraj to Miller, no run, play and a miss! Siraj has understood that pace-off is hard to get away from a shorter length and he is pounding away on that spot. Miller backed away early for the heave, but was no in position as the ball simply didn't arrive. Might have to rethink his shot-selection ",0
812," Siraj to Parnell, leg byes, 1 run, shortish on leg stump, Parnell misses the flick and this goes off the pads, down to third man. Probably a faint edge on this because the ump hasn't signalled anything ",0
813," Siraj to Miller, 1 run, back of a length around leg stump, slower ball, Miller mistimes the pull through mid-wicket ",0
814," Siraj to Miller, no run, swing and a miss! On that hard length outside off, a shade low and Miller misses the heave ",0
815," Washington Sundar to Miller, 1 run, sliding in from around leg stump, Miller gets across and pulls it away down to long-on ",0
816," Washington Sundar to Parnell, 1 run, flatter and outside off, Parnell punches it away down to long-off ",0
817," Washington Sundar to Parnell, 2 runs, outstanding stop from Iyer! Had some ground to cover to his right from long-off, and he raced across and timed the slide perfectly. Was hit hard by Parnell, rocked back and slapped this powerfully. Most days this would be a four but Iyer is arguably among the swiftest in the Indian team ",0
818," Washington Sundar to Miller, 1 run, slightly short and outside off, Miller sits back and cuts it away past point ",0
819," Washington Sundar to Parnell, 1 run, quicker and shorter, Parnell stays back and flat-bats it down to long-on ",0
820," Washington Sundar to Miller, 1 run, quicker one around off, Miller stays back and slaps it away past point ",0
821," Siraj to Miller, 1 run, back of a length around leg stump, cramps Miller who tucks it away past mid-wicket. Retains strike ",0
822," Siraj to Miller, no run, swing and a miss! Away-angler, stays a shade low and sneaks past Miller's heaving blade ",0
823," Siraj to Parnell, 1 run, slower short ball, Parnell pulls but without any timing and this trickles towards long-on. Probably a chance for the second but the batters don't want to take any risk. Last thing SA needs now is a run out ",0
824," Siraj to Parnell, no run, banged in short, rushes Parnell completely on the pull and he gets an under-edge that trickles onto the pitch near him ",0
825," Siraj to Parnell, wide, slower and shorter, well outside off and it's been wided ",0
826," Siraj to Miller, 1 run, short of a length outside off, Miller stays back and cuts it away hard through backward point. Fielder in the ring did get a hand on this to take some sting out of the shot ",0
827," Siraj to Parnell, 1 run, slower ball on the pads, Parnell nudges it away through mid-wicket ",0
828," Washington Sundar to Parnell, 1 run, quicker slider, Parnell makes room and punches it to sweeper cover ",0
829," Washington Sundar to Miller, 1 run, sliding in from around off, Miller stays back and wrists it away towards wide long-on ",0
830," Washington Sundar to Miller, no run, slower and a tad shorter, Miller hangs back and knocks this towards cover ",0
831," Washington Sundar to Parnell, 1 run, slightly short, Parnell stays back and punches it away down to long-off ",0
832," Washington Sundar to Parnell, no run, no room again, flat and straight, Parnell punche sit towards cover. Can't find the gap ",0
833," Washington Sundar to Parnell, no run, flatter and around off, Parnell stays back and jabs it to the off-side ",0
834," Kuldeep Yadav to Miller, no run, quicker one around leg stump, Miller gets across and nudges it to the leg-side ",0
835," Kuldeep Yadav to Miller, FOUR, cracking shot! Just a bit too short, width offered and Miller in this peak form isn't missing out. Rocked back and crashed it through extra cover. Top shot ",1
836," Kuldeep Yadav to Parnell, 1 run, fuller and outside off, soft hands from Parnell as he dabs it gently to the off-side. Quick single ",0
837," Kuldeep Yadav to Parnell, no run, beaten! Gets this to spin in a tad with bounce, hits Parnell on the forearm and it strikes him on the body ",0
838," Kuldeep Yadav to Miller, 1 run, drifting in on leg stump, Miller clips it behind square leg ",0
839," Kuldeep Yadav to Parnell, 1 run, nicely flighted, wider, Parnell leans forward and drives it fluently to the right of long-off who does well to keep the batters to just a single. Slid across, got to the ball and released it promptly ",0
840," Washington Sundar to Parnell, 1 run, fuller and slower, Parnell lunges and drives it down to long-off ",0
841," Washington Sundar to Miller, 1 run, shorter again, flat, Miller's back foot punch is straight towards sweeper cover this time ",0
842," Washington Sundar to Miller, 2 runs, slightly short and wide, Miller makes room and punches this well to the left of sweeper cover. Easy two ",0
843," Washington Sundar to Miller, no run, quicker and much fuller, dug out back to Sundar ",0
844," Washington Sundar to Miller, FOUR, cheeky from Miller! Walked across early, forcing Sundar to attack the stumps but this is a bit too straight and flat. All that pace is used for a fine lap sweep, past Samson quite easily and short fine had no chance ",1
845," Washington Sundar to Parnell, 1 run, fuller and outside off, driven firmly down to long-off ",0
846," Avesh Khan to Parnell, 1 run, full outside off, Parnell gets forward and drives to sweeper cover ",0
847," Avesh Khan to Miller, 1 run, back of a length on off, clipped to deep backward square leg where there is a fumble but the fine-leg fielder covers up ",0
848," Avesh Khan to Parnell, 1 run, fullish outside off, driven wide of cover ",0
849," Avesh Khan to Miller, 1 run, direct-hit and Parnell had given up. Tapped to the right of Shreyas Iyer at backward point and he gets across to his right and picks it up with one hand, does so quickly as well, but the throw misses and he flings his floppy hat at the air in frustration ",0
850," Avesh Khan to Miller, no run, good length and angling into off-stump, Miller defends to cover ",0
851," Avesh Khan to Miller, no run, Avesh Khan comes from round the wicket and bowls a back of a length delivery on the stumps, turned to mid-wicket ",0
852," Washington Sundar to Miller, 1 run, Washington Sundar is bowling very slow this over, tossed up outside off, pushed wide of cover ",0
853," Washington Sundar to Miller, no run, quicker and pushed through on a good length on the stumps, defended off the back foot ",0
854," Washington Sundar to Miller, no run, slower and tossed up outside off, driven to cover ",0
855," Washington Sundar to Parnell, 1 run, Parnell initially says no as he turns this to short fine-leg but Miller is always going for it and Parnell follows too, since it's Kuldeep Yadav, Parnell gets away ",0
856," Washington Sundar to Markram, out Caught by Dhawan!! Two wickets in quick succession. Poor delivery and Markram has got out to that. Very slow and it takes its time to come to Markram who thrashes it off the back foot, but fails to keep it down, low and to the left of Dhawan at extra-cover who dives and comes up with the ball. Smart catch and a wry smile from Washington Sundar as he is relieved. Meanwhile Markram is furious at getting out to that ball. Markram c Dhawan b Washington Sundar 79(89) [4s-7 6s-1] ",1
857," Washington Sundar to Markram, no run, slower and on a good length as it turns in to off, Markram punches to extra-cover ",0
858," Kuldeep Yadav to Klaasen, out Caught by Siraj!! Good running catch from long-on. The attempted googly on the stumps, does not turn though, Klaasen makes room to loft inside-out but skews it off a thick inside half, it looks to be falling in no-man's land till Siraj runs in and takes it low down, almost slipped out but he tumbles over and the ball stays intact at the end of his fingertips.  Klaasen c Siraj b Kuldeep Yadav 30(26) [4s-2 6s-2] ",1
859," Kuldeep Yadav to Klaasen, 2 runs, now Klaasen goes back and turns the good length delivery in front of deep square leg and they come back for an easy two. The throw needs backing up and Dhawan at cover tracks back to stop it. Did well there as it bounced in front of him ",0
860," Kuldeep Yadav to Klaasen, SIX, superb use of the feet. Klaasen shimmies down the track and lofts the tossed up delivery on the stumps, allt he way over long-off. A mighty hit too and clean off the middle of the bat ",1
861," Kuldeep Yadav to Markram, 1 run, no turn on this good length delivery outside off, punched to long-off ",0
862," Kuldeep Yadav to Klaasen, 1 run, fraction short on the stumps, Klaasen pulls to deep square leg ",0
863," Kuldeep Yadav to Markram, 1 run, tossed up leggie on the stumps, Markram gets forward to drive to long-on ",0
864," Avesh Khan to Klaasen, no run, good length on the fifth-stump line, Klaasen finds backward point and a big shout of no from him ",0
865," Avesh Khan to Klaasen, no run, fullish on the middle and leg line, pushed to mid-on ",0
866," Avesh Khan to Klaasen, 2 runs, dug in short on the stumps, Klaasen pulls wide of deep mid-wicket for a couple ",0
867," Avesh Khan to Klaasen, no run, slight off-pace delivery, on a good length on off, defended back ",0
868," Avesh Khan to Klaasen, FOUR, this is another shot that Klaasen plays so well. Is on the front foot, stays there, bends his back a little and pulls the back of a length delivery on off-stump over mid-wicket, one bounce over the ropes ",1
869," Avesh Khan to Markram, 1 run, fullish outside off, the square drive is wide of backward point for a single ",0
870," Kuldeep Yadav to Klaasen, 2 runs, dragged down on the stumps, Klaasen pulls to the left of Shahbaz at deep square leg for a couple ",0
871," Kuldeep Yadav to Markram, 1 run, good length leggie on off-stump, Markram punches to long-off ",0
872," Kuldeep Yadav to Klaasen, 1 run, slower and turning in from a good length on the stumps, Klaasen punches to long-off ",0
873," Kuldeep Yadav to Klaasen, no run, good length and skidding on, on the stumps, Klaasen makes room and cuts straight to the fielder at cover ",0
874," Kuldeep Yadav to Klaasen, no run, pushed through on the stumps, Klaasen goes on the back foot to defend ",0
875," Kuldeep Yadav to Markram, 1 run, tossed up full and Markram gets forward to drive to long-off ",0
876," Shahbaz Ahmed to Markram, 1 run, full on the stumps, Markram gets forward to drive to long-on ",0
877," Shahbaz Ahmed to Markram, no run, good length and skidding on to off-stump, Markram punches to cover ",0
878," Shahbaz Ahmed to Klaasen, 1 run, flat good length outside off, cut wide of point ",0
879," Shahbaz Ahmed to Klaasen, SIX, this is a Klaasen trademark shot. Rocking back and converting the good length delivery on the stumps into a shorter one, a pull over mid-wicket and the ball sails over the fence ",1
880," Shahbaz Ahmed to Markram, 1 run, Shikhiiii paaaa goes Samson behind the stumps after this is punched wide of extra-cover and to Dhawan's left for a single ",0
881," Shahbaz Ahmed to Markram, 2 runs, Markram comes down the track and drives to long-on who is wide and an easy two ",0
882," Siraj to Klaasen, no run, now the seam-up full delivery angling into Klaasen and he steers to backward point ",0
883," Siraj to Klaasen, no run, another slower off-cutter, on a fuller length outside off, driven to mid-off ",0
884," Siraj to Klaasen, no run, dug in short at Klaasen who attempts the pull but misses, is hit around the right arm, the ball rolls away to his right ",0
885," Siraj to Klaasen, no run, full on off, Klaasen gets forward to drive to cover ",0
886," Siraj to Klaasen, no run, slower off-cutter on off, turned to mid-wicket ",0
887," Siraj to Markram, 1 run, good length on the stumps, Markram comes on the front foot and punches a single to long-on ",0
888," Washington Sundar to Klaasen, FOUR, wow that is pristine timing+the short boundary at deep backward square leg  - it races away for four to leave Washington Sundar and Dhawan wondering. Just a neat tuck off the back foot through the backward square leg region and gives Thakur no chance from deep square leg ",1
889," Washington Sundar to Markram, 1 run, slower and on a good length on the stumps, Markram punches off the back foot to long-on ",0
890," Washington Sundar to Markram, FOUR, no sweeper cover or deep cover and Washington Sundar drags it down, Markram rocks back and cuts wide of extra-cover to his left ",1
891," Washington Sundar to Klaasen, 1 run, tossed up outside off, Klaasen paddles it to fine-leg to get off the mark ",0
892," Washington Sundar to Markram, 1 run, Markram shimmies down the track and drives to long-on ",0
893," Washington Sundar to Markram, no run, tossed up outside off, pushed back to Washington Sundar ",0
894," Siraj to Klaasen, no run, good over this. Fullish on off, forces Klaasen to get forward and defend to backward point ",0
